"","[","objectid","fod_id","fpa_id","source_system_type","source_system","nwcg_reporting_agency","nwcg_reporting_unit_id","nwcg_reporting_unit_name","source_reporting_unit","source_reporting_unit_name","local_fire_report_id","local_incident_id","fire_code","fire_name","ics_209_incident_number","ics_209_name","mtbs_id","mtbs_fire_name","complex_name","fire_year","discovery_date","discovery_doy","discovery_time","stat_cause_code","stat_cause_descr","cont_date","cont_doy","cont_time","fire_size","fire_size_class","latitude","longitude","owner_code","owner_descr","state","county","fips_code","fips_name","cause","date","plot_date","duration_days"
"562",NA,"316195","322718","W-511619","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"B7W8","WOODHOUSE","CA-RRU-083672","Woodhouse","CA3395611711120051005","WOODHOUSE",NA,"2005",2005-10-05,"278","1430",9,"Miscellaneous",2005-10-06,279,800,6644,"G",33.9597,-117.0639,"8","PRIVATE","CA","Riverside","65","Riverside","Human",2005-10-05,2017-10-05,1
"563",NA,"316513","323049","W-525934","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"CXG0","SAWTOOTH","CA-BDU-007229","SAWTOOTH COMPLEX","CA3411411662020060709","MILLARD","SAWTOOTH-MILLARD-HEART COMPLEX ","2006",2006-07-09,"190","1617",1,"Lightning",2006-07-20,201,1800,61700,"G",34.1403,-116.5219,"1","BLM","CA","San Bernardino","71","San Bernardino","Natural",2006-07-09,2017-07-09,11
"564",NA,"316553","323097","W-528258","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"C2TB","COTTONWOOD","CA-BBD-002680","COTTONWOOD","CA3541611826720060805","COTTONWOOD",NA,"2006",2006-08-05,"217","1324",9,"Miscellaneous",2006-08-08,220,1800,2346,"F",35.5358,-118.7853,"1","BLM","CA","Kern","29","Kern","Human",2006-08-05,2017-08-05,3
"565",NA,"316565","323111","W-527940","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"C3WQ","QUAIL","CA-LAC-06174794","QUAIL","CA3480511881920060813","QUAIL",NA,"2006",2006-08-13,"225","1300",2,"Equipment Use",2006-08-16,228,1800,4864,"F",34.7458,-118.7961,"8","PRIVATE","CA","Los Angeles","37","Los Angeles","Human",2006-08-13,2017-08-13,3
"566",NA,"317164","323723","W-541442","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"DHJ5","INKOPAH","CA-MVU-5376","INKOPAH","CA3260911605720070605","INKOPAH",NA,"2007",2007-06-05,"156","1133",5,"Debris Burning",2007-06-08,159,1200,1118,"F",32.6025,-116.8419,"1","BLM","CA","Imperial","25","Imperial","Human",2007-06-05,2017-06-05,3
"567",NA,"317165","323724","W-571012","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"D44Z","UNNAMED FIRE 3175",NA,NA,NA,NA,NA,"2007",2007-06-05,"156","1135",9,"Miscellaneous",2007-06-06,157,1800,1500,"F",32.646047,-116.185803,"8","PRIVATE","CA","San Diego","73","San Diego","Human",2007-06-05,2017-06-05,1
"568",NA,"317952","324538","W-582228","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"EM5Q","SESNON","CA-LAC-08231953","SESNON","CA3430711860420081013","SESNON",NA,"2008",2008-10-13,"287","1038",11,"Powerline",2008-10-25,299,1411,14703,"G",34.3097,-118.6089,"1","BLM","CA","Los Angeles","37","Los Angeles","Human",2008-10-13,2017-10-13,12
"569",NA,"318159","324765","W-95132","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"Z398","CCD TURTLE","NV-CCD-0962","Reno Complex","CA4010312006820000629","TURTLE","RENO COMPLEX","2000",2000-06-29,"181","1740",1,"Lightning",2000-07-06,188,1800,1076,"F",40.0649,-120.046,"1","BLM","CA","Lassen","35","Lassen","Natural",2000-06-29,2017-06-29,7
"570",NA,"318223","324836","W-562456","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D5GJ","GOAT","CA-RCC-1817","CA-LMU-1817 (GOAT INC)","CA4043712078220000722","GOAT",NA,"2000",2000-07-18,"200","1302",4,"Campfire",2000-07-25,207,2000,1084,"F",40.41735,-120.804489,"8","PRIVATE","CA","Lassen","35","Lassen","Human",2000-07-18,2017-07-18,7
"571",NA,"318236","324849","W-96064","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D306","LNU MORGAN","CA-RCC-4423","CA-LNU-4423 Morgan","CA3891112253920000726","MORGAN",NA,"2000",2000-07-26,"208","1413",9,"Miscellaneous",2000-07-30,212,2000,3283,"F",38.9182,-122.6994,"1","BLM","CA","Lake","33","Lake","Human",2000-07-26,2017-07-26,4
"572",NA,"318345","324961","W-98709","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D354","BTU CONCOW","CA-RCC-10476","Concow (CA-BTU-10476)","CA3972512153120000919","CONCOW",NA,"2000",2000-09-19,"263","1304",2,"Equipment Use",2000-09-25,269,1800,1856,"F",39.7349,-121.5311,"8","PRIVATE","CA","Butte","7","Butte","Human",2000-09-19,2017-09-19,6
"573",NA,"318355","324972","W-99611","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D358","TGU WEIN","CA-RCC-3715","Weinstein (CA-TGU-3715)","CA3990812262720000929","WEINSTEIN",NA,"2000",2000-09-29,"273","1000",5,"Debris Burning",2000-10-05,279,800,8284,"G",39.9665,-122.6094,"1","BLM","CA","Tehama","103","Tehama","Human",2000-09-29,2017-09-29,6
"574",NA,"318471","325090","W-102620","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D384","LMU DEVIL","CA-LMU-1100","DEVIL","CA4039512072520010527","DEVIL",NA,"2001",2001-05-27,"147","1413",9,"Miscellaneous",2001-06-04,155,800,4400,"F",40.3716,-120.7794,"8","PRIVATE","CA","Lassen","35","Lassen","Human",2001-05-27,2017-05-27,8
"575",NA,"318712","325343","W-104809","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D431","SHAFFER","CA-NOD-2178","SHAFFER","CA4042012031420010808","SHAFFER",NA,"2001",2001-08-08,"220","1741",1,"Lightning",2001-08-10,222,1800,1022,"F",40.44135,-120.31873,"1","BLM","CA","Lassen","35","Lassen","Natural",2001-08-08,2017-08-08,2
"576",NA,"318726","325358","W-105187","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D451","OBSERVATIO","CA-NOD-2228","OBSERVATION","CA4073412017820010809","OBSERVATION",NA,"2001",2001-08-09,"221","1559",1,"Lightning",2001-08-17,229,1800,67792,"G",40.77277,-120.24028,"1","BLM","CA","Lassen","35","Lassen","Natural",2001-08-09,2017-08-09,8
"577",NA,"319043","325682","W-111631","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D584","BLACK","CA-NOD-2085","HORSE COMPLEX","CA4061112052020020712","BLACK","HORSE COMPLEX","2002",2002-07-12,"193","1815",1,"Lightning",2002-07-16,197,2000,1510,"F",40.61846,-120.54689,"1","BLM","CA","Lassen","35","Lassen","Natural",2002-07-12,2017-07-12,4
"578",NA,"319049","325689","W-111632","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D596","RUSH","CA-NOD-2109","RUSH FIRE","CA4063212010220020713","RUSH",NA,"2002",2002-07-13,"194","1812",1,"Lightning",2002-07-17,198,2000,5015,"G",40.6359,-120.13124,"1","BLM","CA","Lassen","35","Lassen","Natural",2002-07-13,2017-07-13,4
"579",NA,"319339","325989","W-116246","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"U556","LMU A3","CA-LMU-001784","A-3","CA4033712044320030702","A-3",NA,"2003",2003-07-02,"183","1412",2,"Equipment Use",2003-07-04,185,800,1113,"F",40.2982,-120.4594,"8","PRIVATE","CA","Lassen","35","Lassen","Human",2003-07-02,2017-07-02,2
"580",NA,"319388","326041","W-117157","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"U580","SMOKE","CA-NOD-2135","Smoke Complex","CA4070012000420030721","SMOKE","SMOKE COMPLEX","2003",2003-07-21,"202","1216",1,"Lightning",2003-07-28,209,600,7790,"G",40.6899,-120.006,"1","BLM","CA","Lassen","35","Lassen","Natural",2003-07-21,2017-07-21,7
"581",NA,"319485","326140","W-118239","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"U643","BARBER","CA-NOD-2449","Barber","CA4125312008820030731","BARBER",NA,"2003",2003-07-31,"212","1830",1,"Lightning",2003-08-04,216,1800,1330,"F",41.2616,-120.0811,"1","BLM","CA","Modoc","49","Modoc","Natural",2003-07-31,2017-07-31,4
"582",NA,"319567","326228","W-119788","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"Z328","LNU MORGAN",NA,NA,"CA3883112245320030903","MORGAN",NA,"2003",2003-09-03,"246","720",1,"Lightning",2003-09-06,249,1000,1465,"F",38.8899,-122.4211,"1","BLM","CA","Lake","33","Lake","Natural",2003-09-03,2017-09-03,3
"583",NA,"319585","326246","W-565844","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D5GJ","LIGHTNING HONEYDEW4M","CA-HUU-004435","Canoe/Honeydew","CA4016112413420030904","HONEYDEW","CANOE/HONEYDEW COMPLEX","2003",2003-09-03,"246","1025",1,"Lightning",2003-09-03,246,1025,13846,"G",40.174369,-124.073169,"8","PRIVATE","CA","Humboldt","23","Humboldt","Natural",2003-09-03,2017-09-03,0
"584",NA,"319706","326372","W-119949","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"AWN6","SECRET","CA-NOD-3739","Secret",NA,NA,NA,"2003",2003-10-15,"288","1205",2,"Equipment Use",2003-10-19,292,1800,1195,"F",40.6249,-120.2508,"1","BLM","CA","Lassen","35","Lassen","Human",2003-10-15,2017-10-15,4
"585",NA,"319983","326673","W-567689","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D5GJ","IRONGATE","CA-SKU-003140","Irongate","CA4195112245520040724","IRONGATE",NA,"2004",2004-07-24,"206","1900",1,"Lightning",2004-07-28,210,800,2400,"F",41.953881,-122.450639,"8","PRIVATE","CA","Siskiyou","93","Siskiyou","Natural",2004-07-24,2017-07-24,4
"586",NA,"320024","326720","W-566952","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D5GJ","OREGON","CA-BTU-009671","Oregon","CA3959712149920040811","OREGON",NA,"2004",2004-08-11,"224","1355",2,"Equipment Use",2004-08-13,226,2000,2030,"F",39.591,-121.512169,"8","PRIVATE","CA","Butte","7","Butte","Human",2004-08-11,2017-08-11,2
"587",NA,"320528","327255","W-524403","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"CR4S","OBSERVATION","CA-NOD-2330","Observation Complex","CA4076012014920060625","OBSERVATION","OBSERVATION COMPLEX","2006",2006-06-25,"176","1554",1,"Lightning",2006-06-30,181,1800,2190,"F",40.7653,-120.1406,"1","BLM","CA","Lassen","35","Lassen","Natural",2006-06-25,2017-06-25,5
"588",NA,"320632","327367","W-569527","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"D5GJ","CREEK","CA-LMU-2968","Creek","CA4037112070120060718","CREEK",NA,"2006",2006-07-18,"199","1426",9,"Miscellaneous",2006-07-28,209,600,1234,"F",40.373406,-120.728697,"8","PRIVATE","CA","Lassen","35","Lassen","Human",2006-07-18,2017-07-18,10
"589",NA,"320674","327411","W-528687","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"C13Y","SHU JUNCTION","CA-SHU-5863","JUNCTION","CA4074212300420060729","JUNCTION",NA,"2006",2006-07-29,"210","1229",9,"Miscellaneous",2006-08-04,216,1800,3192,"F",40.7192,-123.035,"1","BLM","CA","Shasta","89","Shasta","Human",2006-07-29,2017-07-29,6
